"codice";"descrizione";"marchio";"denominazione";"regione";"vitigno";"filosofia";"CAPACITA";"GRADO_ALC"
"801514390";"Pico Maccario Lavignone Rosato Piemonte DOC";"Pico Maccario";"Piemonte DOC";"PIEMONTE";"Barbera";"Tradizionale";"75";"12,5%"
"801514391";"Pico Maccario Spumante Brut Rosato Piemonte DOC";"Pico Maccario";"Piemonte DOC";"PIEMONTE";"Barbera";"Tradizionale";"75";"13%"
"801514392";"Pietra Pura Mandus Primitivo di Manduria DOC";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"14%"
"801514393";"Pietra Pura Dolceluna Primitivo di Manduria DOCG Cl.50";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"50";"14%"
"801514394";"Pietra Pura Cotis Primitivo di Manduria DOP";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"14%"
"801514395";"Pietra Pura Negroamaro Puglia IGT";"Pietra Pura";"Puglia IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12,5%"
"801514396";"Poderi Luigi Einaudi Moscato D'Asti DOCG";"Poderi Luigi Einaudi";"Asti DOCG";"PIEMONTE";"Moscato Bianco";"Tradizionale";"75";"5%"
"801514406";"Polvanera Moscato Secco Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Moscato Bianco";"Tradizionale";"75";"12%"
"801514409";"Polvanera 21 Primitivo Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"37,5";"15%"
"801514411";"Polvanera Primitivo Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%"
"801514416";"Rasciatano Nero di Troia Puglia IGT";"Rasciatano";"Puglia IGT";"PUGLIA";"Nero di Troia";"Tradizionale";"75";"13,5%"
"801514417";"Riondo Amarone della Valpolicella DOCG";"Riondo";"Amarone della Valpolicella DOCG";"VENETO";"Corvina";"Tradizionale";"75";"15%"
"801514418";"Riondo Amarone della Valpolicella DOCG Magnum Cassetta di Legno";"Riondo";"Amarone della Valpolicella DOCG";"VENETO";"Corvina";"Tradizionale";"150";"15%"
"801514419";"Riondo Lunardi Soave DOC";"Riondo";"Soave DOC";"VENETO";"Garganega";"Tradizionale";"75";"12%"
"801514420";"Riondo Valpolicella Superiore DOC";"Riondo";"Valpolicella DOC";"VENETO";"Corvina";"Tradizionale";"75";"13%"
"801514421";"Riondo Valpolicella Ripasso DOC";"Riondo";"Valpolicella Ripasso DOC";"VENETO";"Corvina";"Tradizionale";"75";"13,5%"
"801514422";"Riondo Valpolicella Ripasso DOC Magnum Magnum Cassetta di Legno";"Riondo";"Valpolicella Ripasso DOC";"VENETO";"Corvina";"Tradizionale";"150";"13,5%"
"801514423";"Riondo Chardonnay Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Chardonnay";"Tradizionale";"75";"13%"
"801514424";"Riondo Pinot Nero Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Pinot Nero";"Tradizionale";"75";"13,5%"
"801514425";"Riondo Cabernet Sauvignon Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Cabernet Sauvignon";"Tradizionale";"75";"13%"
"801514426";"Riondo Merlot Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Merlot";"Tradizionale";"75";"13%"
"801514428";"Riondo Corvina Verona IGT";"Riondo";"Verona IGT";"VENETO";"Corvina";"Tradizionale";"75";"13,5%"
"801514429";"Ritterhof Chardonnay Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13%"
"801514430";"Ritterhof Sauvignon Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13,5%"
"801514431";"Ritterhof Pinot Grigio Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13%"
"801514432";"Ritterhof Muller Thurgau Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"M�ller Thurgau";"Tradizionale";"75";"13,5%"
"801514433";"Ritterhof Pinot Bianco Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"13%"
"801514434";"Ritterhof Gewurztraminer Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Gew�rztraminer";"Tradizionale";"75";"14,5%"
"801514435";"Ritterhof Lenz Bianco Vigneti delle Dolomiti IGT";"Ritterhof";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12%"
"801514436";"Ritterhof Moscato Giallo Vigneti delle Dolomiti IGT";"Ritterhof";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Moscato Giallo";"Tradizionale";"75";"12%"
"801514437";"Rosa del Golfo Verdeca Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Verdeca";"Tradizionale";"75";"12%"
"801514438";"Rosa del Golfo Rosato Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514439";"Rosa del Golfo Vigna Mazzi' Rosato Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514440";"Rosa del Golfo Portulano Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514441";"Rosa del Golfo Quarantale Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514442";"Rosa del Golfo Primitivo Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%"
"801514443";"Rosa del Golfo Brut Rose'";"Rosa Del Golfo";"VSQ Vino Spumante di Qualit�";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12%"
"801514444";"Rosa del Golfo Bolina Brut";"Rosa Del Golfo";"VSQ Vino Spumante di Qualit�";"PUGLIA";"Verdeca";"Tradizionale";"75";"12%"
"801514451";"Ruffino Chianti DOCG Riserva";"Ruffino";"Chianti DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"13%"
"801514452";"Ruffino Fiasco Rufina Chianti DOCG";"Ruffino";"Chianti DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"14%"
"801514454";"Ruffino Fiasco Chianti Superiore DOCG";"Ruffino";"Chianti Superiore DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"13,5%"
"801514460";"Sampietrana Since 1952 Brindisi DOC Riserva";"Sampietrana";"Brindisi DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514461";"Sampietrana Tacco Barocco Chardonnay Puglia IGT";"Sampietrana";"Puglia IGT";"PUGLIA";"Chardonnay";"Tradizionale";"75";"13%"
"801514465";"Sampietrana Tacco Barocco Rosato Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514468";"Sampietrana Settebraccia Negroamaro Susumaniello Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"14,5%"
"801514470";"Sampietrana Tre Filari Primitivo Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14,5%"
"801514471";"Sampietrana Sumaest Susumaniello Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Susumaniello";"Tradizionale";"75";"13,5%"
"801514473";"Sampietrana Tacco Barocco Salice Salentino DOC";"Sampietrana";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514474";"Sampietrana Giglio di Mare Spumante Negroamaro Rosato ";"Sampietrana";"VSQ Vino Spumante di Qualit�";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12%"
"801514475";"San Donaci Anticaia Rosso Brindisi DOC";"San Donaci";"Brindisi DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514477";"San Donaci Anticaia Chardonnay Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Chardonnay";"Tradizionale";"75";"13%"
"801514478";"San Donaci Pietra Caya Malvasia Passito Salento IGT Cl.50";"San Donaci";"Salento IGT";"PUGLIA";"Malvasia Nera";"Tradizionale";"50";"14,5%"
"801514479";"San Donaci Fontenera Rosato Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514482";"San Donaci Anticaia Negroamaro Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514483";"San Donaci Contrada del Falco Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"14%"
"801514484";"San Donaci Anticaia Primitivo Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13,5%"
"801514485";"San Donaci Fontenera Primitivo Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13%"
"801514486";"San Donaci Pietra Caya Malvasia Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Malvasia Nera";"Tradizionale";"75";"13%"
"801514487";"San Donaci Anticaia Rosato Salice Salentino DOC";"San Donaci";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12,5%"
"801514488";"San Donaci Anticaia Salice Salentino DOC Riserva";"San Donaci";"VSQ Vino Spumante di Qualit�";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%"
"801514489";"San Donaci Anticaia Salice Salentino DOC";"San Donaci";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514491";"San Leonardo Vette Sauvignon Blanc Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"12,5%"
"801514493";"San Leonardo Vigneti delle Dolomiti IGT Magnum";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"150";"13%"
"801514494";"San Leonardo Terre Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"75";"13%"
"801514496";"San Leonardo Villa Gresti Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13%"
"801514502";"Santa Barbara Barbaglio Salento IGT";"Santa Barbara";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514506";"St. Pauls Chardonnay Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13,5%"
"801514507";"St. Pauls Fuxberg Chardonnay Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13,5%"
"801514508";"St. Pauls Gfill Sauvignon Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13,5%"
"801514509";"St. Pauls Passion Sauvignon Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13,5%"
"801514510";"St. Pauls Schliff Sauvignon Alte Reben Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13%"
"801514511";"St. Pauls Pinot Grigio Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13,5%"
"801514512";"St. Pauls Loss Pinot Grigio Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13,5%"
"801514513";"St. Pauls Muller Thurgau Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"M�ller Thurgau";"Tradizionale";"75";"12,5%"
"801514514";"St. Pauls Plotzner Pinot Bianco Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"13,5%"
"801514517";"St. Pauls Riesling Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Riesling Renano";"Tradizionale";"75";"12,5%"
"801514518";"St. Pauls Justina Gewurztraminer Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Gew�rztraminer";"Tradizionale";"75";"14,5%"
"801514519";"St. Pauls Goldmuskateller Moscato Giallo Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Moscato Giallo";"Tradizionale";"75";"12,5%"
"801514520";"St. Pauls Meris Merlot Rose' Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13,5%"
"801514521";"St. Pauls Kretzer Lagrein Rosato Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12%"
"801514522";"St. Pauls Luzia Pinot Nero Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Nero";"Tradizionale";"75";"13,5%"
"801514523";"St. Pauls Pinot Nero Alto Adige DOC Riserva";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Nero";"Tradizionale";"75";"13,5%"
"801514524";"St. Pauls Turmfeld Cabernet Alto Adige DOC Riserva";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"75";"13,5%"
"801514525";"St. Pauls Huberfeld Merlot Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13,5%"
"801514526";"St. Pauls Verlab Cuvee Rosso Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%"
"801514527";"St. Pauls Lago di Caldaro Scelto Classico Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%"
"801514528";"St. Pauls Schiava Grigia Grauvernatsch Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%"
"801514529";"St. Pauls Schiava Passion Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%"
"801514530";"St. Pauls Santa Maddalena Classico Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12,5%"
"801514531";"St. Pauls Lagrein Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"13%"
"801514532";"St. Pauls Zobl Lagrein Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"13,5%"
"801514533";"St. Pauls Passion Lagrein Alto Adige DOC Riserva";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"13,5%"
"801514534";"St. Pauls Cuvee Paul Bianco Vigneti delle Dolomiti IGT";"St. Pauls";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"12,5%"
"801514535";"St. Pauls Cuvee Paul Rosso Vigneti delle Dolomiti IGT";"St. Pauls";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12,5%"
"801514536";"St. Pauls Praeclarus Brut Blanc de Blanc";"St. Pauls";"VSQ Vino Spumante di Qualit�";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12,5%"
"801514537";"St. Pauls Praeclarus Pas Dose' Blanc de Blanc";"St. Pauls";"VSQ Vino Spumante di Qualit�";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12,5%"
"801514538";"Tenuta Giustini Acinore' Primitivo di Manduria DOC";"Tenuta Giustini";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"15%"
"801514539";"Tenuta Giustini Ad Hoc Primitivo di Manduria DOC";"Tenuta Giustini";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"14,5%"
"801514540";"Tenuta Giustini Illuminato Fiano Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Fiano";"Tradizionale";"75";"12%"
"801514541";"Tenuta Giustini Jento Malvasia Bianca Frizzante Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Malvasia Bianca";"Tradizionale";"75";"11%"
"801514542";"Tenuta Giustini Frida Bianco Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Malvasia Bianca";"Tradizionale";"75";"13%"
"801514543";"Tenuta Giustini Arcano Primitivo Dolce Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"12,5%"
"801514544";"Tenuta Giustini Costiero Negroamaro Rosato Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514545";"Tenuta Giustini Frida Primitivo Rosato Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13%"
"801514546";"Tenuta Giustini Quis Negroamaro Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%"
"801514547";"Tenuta Giustini Vecchio Sogno Negroamaro Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"14%"
"801514548";"Tenuta Giustini Quid Primitivo Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%"
"801514549";"Tenuta Giustini Patu' Primitivo Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14,5%"
"801514550";"Tenuta Ulisse Cerasuolo d'Abruzzo DOC";"Tenuta Ulisse";"Cerasuolo dAbruzzo DOC";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"13%"
"801514551";"Tenuta Ulisse Montepulciano d'Abruzzo DOC";"Tenuta Ulisse";"Montepulciano d'Abruzzo DOC";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"14%"
"801514552";"Tenuta Ulisse Amaranta Montepulciano d'Abruzzo DOC";"Tenuta Ulisse";"Montepulciano d'Abruzzo DOC";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"14%"
"801514553";"Tenuta Ulisse 10 Vendemmie Rosso Limited Edition Montepulciano d'Abruzzo DOC";"Tenuta Ulisse";"Montepulciano d'Abruzzo DOC";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"14,5%"
"801514554";"Tenuta Ulisse Pecorino Terre di Chieti IGT";"Tenuta Ulisse";"Terre di Chieti IGT";"ABRUZZO";"Pecorino";"Tradizionale";"75";"13%"
"801514555";"Tenuta Ulisse Passerina Terre di Chieti IGT";"Tenuta Ulisse";"Terre di Chieti IGT";"ABRUZZO";"Passerina";"Tradizionale";"75";"13%"
"801514556";"Tenuta Ulisse Cococciola Terre di Chieti IGT";"Tenuta Ulisse";"Terre di Chieti IGT";"ABRUZZO";"Cococciola";"Tradizionale";"75";"13%"
"801514557";"Tenuta Ulisse Trebbiano d'Abruzzo DOC";"Tenuta Ulisse";"Trebbiano d'Abruzzo DOC";"ABRUZZO";"Trebbiano";"Tradizionale";"75";"13%"
"801514558";"Tenuta Ulisse Merlot Vino Varietale";"Tenuta Ulisse";"Vino Rosso d'Italia";"ABRUZZO";"Merlot";"Tradizionale";"75";"13%"
"801514563";"Villa Medoro Passerina Colli Aprutini IGT";"Villa Medoro";"Colli Aprutini IGT";"ABRUZZO";"Passerina";"Tradizionale";"75";"13%"
"801514564";"Villa Medoro Adrano Montepulciano Colline Teramane DOCG";"Villa Medoro";"Montepulciano Colline Teramane DOCG";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"14%"
"801514567";"Villa Medoro 8 1/2 Pecorino Terre di Chieti IGT";"Villa Medoro";"Terre di Chieti IGT";"ABRUZZO";"Pecorino";"Tradizionale";"75";"13,5%"
"801514571";"Villa Russiz Grafin De La Tour Chardonnay Collio DOC";"Villa Russiz";"Collio DOC";"FRIULI VENEZIA GIULIA";"Chardonnay";"Tradizionale";"75";"14%"
"801514573";"Villa Russiz Sauvignon De La Tour Collio DOC";"Villa Russiz";"Collio DOC";"FRIULI VENEZIA GIULIA";"Sauvignon Blanc";"Tradizionale";"75";"14%"
"801514577";"Villa Russiz Ribolla Gialla Collio DOC";"Villa Russiz";"Collio DOC";"FRIULI VENEZIA GIULIA";"Ribolla Gialla";"Tradizionale";"75";"12,5%"
"801514580";"Villa Russiz Cabernet Sauvignon Collio DOC";"Villa Russiz";"Collio DOC";"FRIULI VENEZIA GIULIA";"Cabernet Sauvignon";"Tradizionale";"75";"13%"
"801514582";"Villa Russiz Merlot Collio Superiore DOC";"Villa Russiz";"Collio DOC";"FRIULI VENEZIA GIULIA";"Merlot";"Tradizionale";"75";"13,5%"
"801514587";"Villa Schinosa Fiano Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Fiano";"Tradizionale";"75";"12,5%"
"801514588";"Villa Schinosa Garbino Moscato Secco Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Moscato Bianco";"Tradizionale";"75";"13,5%"
"801514589";"Villa Schinosa Falanghina Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Falanghina";"Tradizionale";"75";"13,5%"
"801514590";"Villa Schinosa Greco Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Greco Bianco";"Tradizionale";"75";"12,5%"
"801514591";"Villa Schinosa Primitivo Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%"
"801514592";"Villa Schinosa Laghiglione Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13,5%"
"801514594";"Villa Schinosa San Valentino Rosso Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Nero di Troia";"Tradizionale";"75";"14%"
"801514595";"Villa Schinosa Nero di Troia Puglia IGT";"Villa Schinosa";"Puglia IGT";"PUGLIA";"Nero di Troia";"Tradizionale";"75";"13,5%"
"801514597";"Villa Schinosa VS Rose' Spumante Extra Dry";"Villa Schinosa";"VSQ Vino Spumante di Qualit�";"PUGLIA";"Nero di Troia";"Tradizionale";"75";"11,5%"
"801514599";"Villa Vescovile Chardonnay Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12%"
"801514600";"Villa Vescovile Sauvignon Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"12%"
"801514601";"Villa Vescovile Pinot Grigio Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"12%"
"801514602";"Villa Vescovile Muller Thurgau Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"M�ller Thurgau";"Tradizionale";"75";"12%"
"801514603";"Villa Vescovile Gewurztraminer Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Gew�rztraminer";"Tradizionale";"75";"12,5%"
"801514604";"Villa Vescovile Pinot Nero Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Pinot Nero";"Tradizionale";"75";"12,5%"
"801514605";"Villa Vescovile Merlot Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"12,5%"
"801514606";"Villa Vescovile Teroldego Rotaliano Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Teroldego";"Tradizionale";"75";"12,5%"
"801514607";"Villa Vescovile Lagrein Trentino DOC";"Villa Vescovile";"Trentino DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12,5%"
"801514610";"Bisceglia Terra di Vulcano Aglianico del Vulture DOC";"Bisceglia";"Aglianico del Vulture DOC";"BASILICATA";"Aglianico";"Tradizionale";"75";"13,5%"
"801514611";"Bisceglia Gudarra' Aglianico del Vulture DOC";"Bisceglia";"Aglianico del Vulture DOC";"BASILICATA";"Aglianico";"Tradizionale";"75";"14%"
"801514612";"Borgo Conventi Sauvignon Isonzo del Friuli DOC";"Borgo Conventi";"Isonzo del Friuli DOC";"FRIULI VENEZIA GIULIA";"Sauvignon Blanc";"Tradizionale";"75";"13%"
"801514613";"Borgo Conventi Refosco dal Peduncolo Rosso Isonzo del Friuli DOC";"Borgo Conventi";"Isonzo del Friuli DOC";"FRIULI VENEZIA GIULIA";"Refosco dal Peduncolo Rosso";"Tradizionale";"75";"13,5%"
"801514614";"Cantina Giara Primordio Primitivo Gioia Del Colle Doc";"Cantina Giara";"Gioia del Colle DOC";"PUGLIA";"Primitivo";"Naturale";"75";"15%"
"801514615";"Cantina Giara Cicaleccio Fiano Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Fiano";"Naturale";"75";"12,5%"
"801514616";"Cantina Giara Mons Roni Cannitum Puglia IGT";"Cantina Giara";"Puglia IGT";"PUGLIA";"Verdeca";"Naturale";"75";"10,5%"
"801514617";"Cantina Giara Fatalita' Malvasia Bianca Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Malvasia Bianca";"Naturale";"75";"12%"
"801514618";"Cantina Giara Amphora Viva Puglia Bianco IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Malvasia Bianca";"Naturale";"75";"11,5%"
"801514619";"Cantina Giara Melech Grechetto Malvasia Puglia IGT";"Cantina Giara";"Puglia IGT";"PUGLIA";"Greco Bianco";"Naturale";"75";"12,5%"
"801514620";"Cantina Giara Fiore Di Primitivo Dolce Naturale Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Primitivo";"Naturale";"75";"13,5%"
"801514621";"Cantina Giara Rosme' Primitivo Rosato Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Primitivo";"Naturale";"75";"12%"
"801514622";"Cantina Giara Fiore Di Primitivo Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Primitivo";"Naturale";"75";"16%"
"801514623";"Cantina Giara Barik Primitivo Puglia IGP";"Cantina Giara";"Puglia IGT";"PUGLIA";"Primitivo";"Naturale";"75";"14,5%"
